公司ID,公司名称,贷款合同ID,贷款起效日期,含供应链信息句子
750004,SCIENTIFIC GAMES CORP,000092242304002111_0008-(EX-10)_EXHIBIT_10.1_CREDIT_AGREEMENT_kl12062_exh10-1.txt,"December 23, 2004","Negative Pledge Clauses.Enter into or suffer to exist or become effective any agreement that prohibits or limits the ability of any Group Member to create, incur, assume or suffer to exist any Lien upon any of its property or revenues, whether now owned or hereafter acquired, to secure its obligations under the Loan Documents to which it is a party other than (a) this Agreement and the other Loan Documents, (b) any agreements governing any Liens or Capital Lease Obligations otherwise permitted under Sections 8.3(l), (m) and (o), provided that, in each case, any prohibition or limitation shall only be effective against the assets financed thereby, (c) to the extent existing on the Effective Date, contracts with customers prohibiting Liens on any equipment used in the performance of any such contracts set forth on Schedule 8.13(c), (d) to the extent existing on the Effective Date, contracts with customers prohibiting the assignment of such contracts or proceeds owing thereunder set forth on Schedule 8.13(d) and (e) to the extent contracts of the type described in clause (c) or (d) hereof are entered into after the Effective Date, any such contracts (and any renewals thereof) so long as the aggregate value of the assets subject to such prohibitions, in each case as set forth on the most recent consolidated balance sheet of the Borrower and its consolidated Subsidiaries in accordance with GAAP, shall not exceed 5% of the aggregate value of all assets set forth on the most recent consolidated balance sheet of the Borrower and its consolidated Subsidiaries in accordance with GAAP."
37634,FLORIDA POWER & LIGHT CO,000075330804000060_0002-(EX-10.A)_EXHIBIT_10(A)_exhibit10a.htm,"May 21, 2004","Furthermore, during the Participant's employment with the Company, Participant shall not directly or indirectly solicit any of the Company's customers, vendors, contractors, agents, or any other parties with which the Company has an existing or prospective business relationship, for the benefit of Participant or for the benefit of any third party, nor shall the Participant accept consideration or negotiate or enter into agreements with such parties for the benefit of Participant or any third party."
37634,FLORIDA POWER & LIGHT CO,000075330804000060_0004-(EX-10.C)_EXHIBIT_10(C)_exhibit10c.htm,"May 21, 2004","Furthermore, during the Optionee's employment with the Company, Optionee shall not directly or indirectly solicit any of the Company's customers, vendors, contractors, agents, or any other parties with which the Company has an existing or prospective business relationship, for the benefit of Optionee or for the benefit of any third party, nor shall the Optionee accept consideration or negotiate or enter into agreements with such parties for the benefit of Optionee or any third party."
755113,ORION HEALTHCORP INC,000095014404012295_0006-(EX-10.3)_EX-10.3_LOAN_AND_SECURITY_AGREEMENT_g92444exv10w3.txt,"February 9, 2003","5.25 Intellectual Property: Except for ""shrink-wrap"" software licenses and as shown on SCHEDULE 2 attached hereto and made part hereof, (i) Borrowers do not require any copyrights, patents, trademarks or other intellectual property, or any license(s) to use any patents, trademarks or other intellectual property in order to provide services to their customers or to bill Obligors and collect therefrom, in the ordinary course of business, and (ii) Lender will not require any copyrights, patents, trademarks or other intellectual property or any licenses to use the same in order to provide such services or bill and collect the Accounts, after the occurrence of an Event of Default."
756502,SKYTERRA COMMUNICATIONS INC,000095017204003110_0007-(EX-99)_EXHIBIT_99.2_ny567256.txt,"September 30, 2004","In addition, some of our customer purchase agreements are governed by foreign laws, which may differ significantly from U.S. laws."
76321,PARKER DRILLING CO /DE/,000095012904010112_0002-(EX-99.1)_CREDIT_AGREEMENT_DATED_DECEMBER_20_2004_h21136exv99w1.txt,"December 20, 2004","Dispose of (i) any barge rig located in the Gulf of Mexico, (ii) any Eligible Accounts Receivable or (iii) any Eligible Rental Equipment, in each case whether now owned or hereafter acquired, or issue or Dispose of any Capital Stock of any Person that directly or indirectly owns any of the foregoing, except: (a) Dispositions permitted by Section 7.4(c); (b) the Disposition of obsolete or worn out property, or property that is no longer used or useful in such Person's business, in the ordinary course of business; 54 (c) the Disposition of inventory or other assets in the ordinary course of business or consistent with past practice; (d) Dispositions of cash or Cash Equivalents; (e) the sale or issuance of any Subsidiary's Capital Stock to the Borrower or any Subsidiary Guarantor; (f) transfers of assets between or among the Borrower and the Subsidiary Guarantors; (g) any Dispositions constituted by the granting of Liens permitted by Section 7.3; (h) any lease of drill pipe by Quail Tools to a customer located outside of the United States and any subsequent sale to such customer of any such drill pipe; and (i) any sale by the Borrower or any Subsidiary to its customers of drill pipe, tools, and associated drilling equipment utilized in connection with a drilling contract for the employment of a drilling rig in the ordinary course of business and consistent with past practice."
76321,PARKER DRILLING CO /DE/,000095012904010112_0002-(EX-99.1)_CREDIT_AGREEMENT_DATED_DECEMBER_20_2004_h21136exv99w1.txt,"December 20, 2004","Enter into or suffer to exist or become effective any agreement that prohibits or limits the ability of the Borrower or any of its Subsidiaries to create, incur, assume or suffer to exist any Lien upon any of its Property or revenues, whether now owned or hereafter acquired, to secure the Obligations or, in the case of any guarantor, its obligations under the Guarantee and Collateral Agreement, other than (a) this Agreement and the other Loan Documents, (b) the Indentures, (c) any agreements governing any purchase money Liens or Capital Lease Obligations or other secured Indebtedness otherwise permitted hereby (in which case, any prohibition or limitation shall only be effective against the assets financed thereby or securing such Indebtedness), (d) customary non assignment provisions in any contract or lease entered into in the ordinary course of business and consistent with past practices, (e) applicable law or any applicable rule, regulation, or order of any Governmental Authority, (f) provisions with respect to the disposition or distribution of assets or property in joint venture agreements, asset sale agreements, stock sale agreements, and other similar agreements entered into in the ordinary course of business, and (g) restrictions on cash or other deposits or net worth imposed by customers under contracts entered into in the ordinary course of business."
76321,PARKER DRILLING CO /DE/,000095012904010112_0002-(EX-99.1)_CREDIT_AGREEMENT_DATED_DECEMBER_20_2004_h21136exv99w1.txt,"December 20, 2004","Enter into or suffer to exist or become effective any consensual encumbrance or restriction on the ability of any Subsidiary to (a) make Restricted Payments in respect of any Capital Stock of such Subsidiary held by, or pay any Indebtedness owed to, the Borrower or any other Subsidiary, (b) make Investments in the Borrower or any other Subsidiary or (c) transfer any of its assets to the Borrower or any other Subsidiary, except for such encumbrances or restrictions existing under or by reason of (i) any restrictions existing under the Loan Documents, (ii) any restrictions with respect to a Subsidiary imposed pursuant to an agreement that has been entered into in connection with the Disposition of all or substantially all of the Capital Stock or assets of such Subsidiary, (iii) any restrictions imposed pursuant to agreements governing any purchase money Liens or Capital Lease Obligations or other secured Indebtedness otherwise permitted hereby (in which case, any prohibition or limitation shall only be effective as to transfers of the assets financed thereby or securing such Indebtedness), (iv) customary non assignment provisions in any contract or lease entered into in the ordinary course of business and consistent with past practices, (v) applicable law or any applicable rule, regulation, or order of any Governmental Authority, (vi) provisions with respect to the disposition or distribution of assets or property in joint venture agreements, asset sale agreements, stock sale agreements, and other similar agreements entered into in the ordinary course of business, provided that such provisions apply only to the assets subject to such agreements, and (vii) restrictions on cash or other deposits or net worth imposed by customers under contracts entered into in the ordinary course of business."
767673,SEROLOGICALS CORP,000104746904038266_0002-(EX-1.1)_EXHIBIT_1.1_a2149161zex-1_1.htm,"December 17, 2004","Inventory "" means all inventories of raw materials, work-in-process, finished goods, fluids, components, parts, packaging materials and other materials related thereto which are held at, or are in transit from or to, the locations at which the Business is conducted, or located at customers' premises on consignment or elsewhere, in each case, which are used or useful by LifeSera, the Subsidiaries or any Affiliates thereof in the conduct of the Business, including but not limited to, all human polyclonal plasma containing blood typing reagents, clinical diagnostic antibodies, all naturally occurring disease associated antibodies, and all plasma containing Rh immune globulin (Anti-D), anti-hepatitis B immune globulin (HBs), anti-rabies immune globulin (Rabies), vaccinia immune globulin (VIG), intravenous immune globulin (IVIG), BDP-I, BDP-II, BDP-III, Antisera and D-Slide, and any other source plasma, specialty or non-specialty antibodies and specialty biologic components, as well as any other therapeutic or diagnostic products. """
768899,LABOR READY INC,000110465904040525_0002-(EX-10.63)_EX-10.63_a04-15125_1ex10d63.htm,"January 1, 2005","(b) Executive shall communicate and channel to Company all knowledge, business, and customer contacts and any other matters of information that could concern or be in any way beneficial to the business of Company, whether acquired by Executive before or during the term of this Agreement; provided, however, that nothing under this Agreement shall be construed as requiring such communications where the information is lawfully protected from disclosure as a trade secret of a third party."
768899,LABOR READY INC,000110465904040525_0002-(EX-10.63)_EX-10.63_a04-15125_1ex10d63.htm,"January 1, 2005","Thus, during the term of this Agreement and for a period of two (2) years immediately following the termination of Executive’s employment, for any reason whatsoever, so long as Company or Subsidiaries continue to carry on the same business, said Executive shall not, for any reason whatsoever, directly or indirectly, for himself or on behalf of, or in conjunction with, any other person, persons, company, partnership, corporation or business entity: (a) Call upon, divert, influence or solicit or attempt to call, divert, influence or solicit any customer or customers of Company or Subsidiaries; (b) Divulge the names and addresses or any information concerning any customer of Company or any of its Subsidiaries; (c) Solicit, induce or otherwise influence or attempt to solicit, induce or otherwise influence any employee of Company or Subsidiaries to leave his or her employment; and (d) Own, manage, operate, control, be employed by, participate in or be connected in any manner with the ownership, management, operation or control of the same, similar, or related line of business as that carried on by Company or any Subsidiary within any state where Company or any Subsidiary performs business operations or provides labor or services to customers."
769520,MIDDLEBY CORP,000115752304011774_0002-(EX-99)_PRESS_RELEASE_a4790340ex99.txt,"December 23, 2004",Such factors include variability in financing costs; quarterly variations in operating results; dependence on key customers; international exposure; foreign exchange and political risks affecting international sales; changing market conditions; the impact of competitive products and pricing; the timely development and market acceptance of the Company's products; the availability and cost of raw materials; and other risks detailed herein and from time-to-time in the Company's SEC filings.
77155,PENN TRAFFIC CO,000095014204004529_0002-(EX-99)_EXHIBIT_99.1_ex99-1form8k_122304.txt,"DECEMBER 23, 2004","Forward-looking statements may involve known and unknown risks, uncertainties and other factors, which may cause the actual results to differ materially from those projected, stated or implied, depending on such factors as: the ability of the Company to improve its operating performance and effectuate its business plans; the ability of the Company to continue as a going concern; the ability of the Company to operate pursuant to the terms of its credit facilities and to comply with the terms of its lending agreements or to amend or modify the terms of such agreements as may be needed from time to time; its ability to generate cash; its ability to attract and maintain adequate capital; its ability to refinance; increases in prevailing interest rates; court approval of the Company's motions prosecuted by it from time to time; the ability of the Company to develop, prosecute, confirm and consummate one or more plans of reorganization with respect to the chapter 11 cases; risks associated with third parties seeking and obtaining court approval to terminate or shorten the exclusivity period for the Company to propose and confirm one or more plans of reorganization; the ability of the Company to obtain trade credit, and shipments and terms with vendors and service providers for current orders; the Company's ability to maintain contracts that are critical to its operations; potential adverse developments with respect to the Company's liquidity or results of operations; uncertainties regarding the terms of the proposed sale-leaseback transaction, including terms and conditions under which, if at all, the Company may consummate such transaction; general economic and business conditions; competition, including increased capital investment and promotional activity by the Company's competitors; availability, location and terms of sites for store development; the successful implementation of the Company's capital expenditure program; labor relations; labor and employee benefit costs including increases in health care and pension costs and the level of contributions to the Company sponsored pension plans; the result of the pursuit of strategic alternatives; economic and competitive uncertainties; changes in strategies; changes in generally accepted accounting principles; adverse changes in economic and political climates around the world, including terrorist activities and international 2 hostilities; and the outcome of pending or yet-to-be-instituted legal proceedings and governmental investigations."
775368,ALLEGHANY CORP /DE,000095012304015290_0002-(EX-10.1.A)_AGREEMENT_AND_PLAN_OF_MERGER_y04205exv10w1wa.txt,"DECEMBER 23, 2004","The term ""Company Material Adverse Effect"" as used in this Agreement shall mean any material adverse effect on the business, operations, financial condition or results of operations of the Company and the Company Subsidiaries, taken as a whole, other than effects caused by or resulting from (i) economic or financial conditions affecting the U.S. economy, any non-U.S. economy or the global economy generally, (ii) changes in interest rate levels, (iii) changes generally affecting the industry in which the Company and the Company Subsidiaries operate, (iv) the identity of HTI Acquisition as the acquirer of the Company, (v) the announcement of the acquisition of the Company by HTI Acquisition, (vi) the conduct of HTI Acquisition (including activities related to due diligence) prior to the Closing, including the impact of the conduct of HTI Acquisition on the relationships of the Company or any of the Company Subsidiaries with suppliers, distributors, customers, employees and others having business relationships with the Company, or (vii) any breach of any provision of this Agreement by HTI Acquisition."
775368,ALLEGHANY CORP /DE,000095012304015290_0002-(EX-10.1.A)_AGREEMENT_AND_PLAN_OF_MERGER_y04205exv10w1wa.txt,"DECEMBER 23, 2004","(A) Schedule 4.12 sets forth a true and complete list of all of the following contracts (other than Benefit Plans) in effect as of the date hereof to which the Company or any of the Company Subsidiaries is a party or by which any of the assets or properties of the Company or any of the Company Subsidiaries is bound (collectively, the ""Material Business Contracts""): (i) any contract with any labor union; (ii) any employment or consulting contract or other contract for services involving a payment of more than $75,000 annually; (iii) any lease, whether as lessor or lessee, with respect to Personal property providing for annual rental payments in excess of $25,000; (iv) other than the LaSalle Credit Agreement, any loan agreement or other instrument relating to any debt for money borrowed; (v) any contract of purchase or sale involving more than $100,000, except for contracts relating to the purchase or sale of inventory; (vi) any written contract with any agent, dealer or distributor providing for the marketing, sale and/or distribution of the products sold or distributed by the Company or any of the Company Subsidiaries; (vii) any stand-by letter of credit, guarantee or performance bond involving an amount in excess of $100,000; - 15 - (viii) any contract or agreement restricting the freedom or ability of the Company or any Company Subsidiary to engage in any line of business or to engage in business in any geographical area anywhere in the world; and (ix) any other contract involving payment of more than $50,000 per year, except for contracts entered into in the ordinary course of business relating to the purchase of supplies or services or to the sale of inventory."
775368,ALLEGHANY CORP /DE,000095012304015290_0002-(EX-10.1.A)_AGREEMENT_AND_PLAN_OF_MERGER_y04205exv10w1wa.txt,"DECEMBER 23, 2004","As of the date of this Agreement, none of the ten largest customers of or suppliers to the Company identified for the ten-month period ended October 31, 2004 has given the Company written notice that it intends to terminate its business relationship with the Company."
775368,ALLEGHANY CORP /DE,000095012304015290_0002-(EX-10.1.A)_AGREEMENT_AND_PLAN_OF_MERGER_y04205exv10w1wa.txt,"DECEMBER 23, 2004","(B) Except as set forth on Schedule 6.2 or any of the other Schedules hereto, or as otherwise contemplated by this Agreement, from the date hereof until the Closing, except with the prior written consent of HTI Acquisition (which will not be unreasonably withheld or denied): (i) The Company will maintain its existence as a limited liability company duly organized, validly existing and in good standing under the laws of the State of Delaware; (ii) Neither the Company nor any of the Company Subsidiaries will make any commitment or commitments to purchase or spend involving $100,000 or more in any one instance or $500,000 or more in the aggregate, except for purchases of inventory in the ordinary course of its business; (iii) The Company will not declare, authorize or pay, and will not permit any of the Company Subsidiaries to declare, authorize or pay, any distribution or dividend to any of its members (but the foregoing shall not preclude the payment or distribution by the Company of an amount in respect of the provision for current Income Taxes), and the Company will not redeem, purchase or otherwise acquire or agree to redeem, purchase or otherwise acquire, and will not permit any of the Company Subsidiaries to redeem, purchase or otherwise acquire or to agree to redeem, purchase or otherwise acquire, any of its membership interests; -25- (iv) Except for the Completion Bonuses, the Company will not, and will not permit any of the Company Subsidiaries to, increase the compensation or employee benefits in effect on the date of this Agreement of any of the directors, officers or employees of the Company or any of the Company Subsidiaries, amend the current terms of any Benefit Plan or adopt any new plan or arrangement providing compensation or employee benefits for any of the directors, officers or employees of the Company or any of the Company Subsidiaries; (v) The Company will continue to carry, and will cause each of the Company Subsidiaries to continue to carry, all of its existing insurance policies (except that any such policy may be replaced, prior to the Closing, by a policy providing substantially similar coverage, and Schedule 4.22 may be updated prior to the Closing to reflect any such replacements); (vi) The Company will use, and will cause each of the Company Subsidiaries to use, reasonable efforts to preserve the Company's and each of the Company Subsidiaries' relationships with suppliers, distributors and customers and others having business relationships with the Company or any of the Company Subsidiaries; (vii) The Company will not, and will not obligate itself to, and will not permit any of the Company Subsidiaries to, or obligate itself to, sell or otherwise dispose of or pledge or otherwise encumber any of its properties or assets except for sales of inventory and except for other sales of its properties or assets in the ordinary course of business; (viii) The Company will continue to maintain, and will cause each of the Company Subsidiaries to continue to maintain, its facilities, machinery and equipment in the ordinary couse of busienss consistent with past practice; (ix) The Company will not amend its certificate of formation or limited liability company agreement, and the Company will not permit any of the Company Subsidiaries to amend its organizational documents; (x) The Company will not make, and will not permit any of the Company Subsidiaries to make, any material change in its accounting methods or practices; (xi) The Company will not make, and will not permit any of the Company Subsidiaries to make, any change in its Tax methods or practices, make any election with respect to Taxes or enter into any agreement or arrangement with respect to Taxes (but, for the avoidance of doubt, the foregoing shall not restrict Alleghany from making any change in its Income Tax methods or practices or making any election with respect to Income Taxes, even if the Company or any Company Subsidiary is required to conform to, or is bound by, -26- such change or election), if any such change, election, agreement or arrangement would have the effect of increasing the Tax liability of the Company and the Company Subsidiaries for any taxable period following the Closing Date; and (xii) Without limiting the foregoing, the Company and Alleghany will consult with HTI Acquisition regarding all significant developments, transactions and proposals relating to the Companies or any of the Company's Subsidiaries' business or operations."
778734,MEASUREMENT SPECIALTIES INC,000101540204005571_0002-(EX-99.1)_EXHIBIT_99.1_doc2.txt,"DECEMBER 20, 2004","End customers include several major European, US and Asian automakers, most major diesel engine companies and leading consumer HVAC and durable goods manufacturers."
778734,MEASUREMENT SPECIALTIES INC,000101540204005571_0002-(EX-99.1)_EXHIBIT_99.1_doc2.txt,"DECEMBER 20, 2004","Factors that might cause actual results to differ include, but are not limited to, success of any reorganization; ability to raise additional funds; conditions in the general economy and in the markets served by the Company; competitive factors, such as price pressures and the potential emergence of rival technologies; interruptions of suppliers' operations affecting availability of component materials at reasonable prices; timely development and market acceptance, and warranty performance of new products; success in integrating acquired businesses; changes in product mix, costs and yields, fluctuations in foreign currency exchange rates; uncertainties related to doing business in Hong Kong and China; and the risk factors listed from time to time in the Company's SEC reports."
787030,"VISTACARE, INC.",000095012404006448_0002-(EX-10.1)_EX-10.1_p70036exv10w1.txt,"December 23, 2004","- All now owned and hereafter acquired, created, or arising accounts (including, without limitation, the Accounts), accounts receivable, notes receivable, contract rights, chattel paper, documents (including documents of title), instruments and letters of credit; (ii) Inventory - All now owned or hereafter acquired, created or arising inventory of every nature and kind, wherever located; (iii) General Intangibles - All now owned and hereafter acquired, created or arising general intangibles of every kind and description, including, but not limited to, all existing and future customer lists, telephone lists and directories, choses in action, loans, claims, books, records, patents and patent applications, copyrights, trademarks, tradenames, tradestyles, trademark applications, blueprints, drawings, designs and plans, trade secrets, contracts, contract rights, distributorship agreements, licenses, license agreements, formulae, tax and any other types of refunds, rights (if any) to or in employee or other pension, retirement or similar plans and any assets thereof (to the extent permitted by applicable law and subject always to the rights of the beneficiaries thereof), or any portion thereof, including, without limitation, refunds for overpayments, distributions upon termination, reversion of any surplus assets or otherwise, returned and unearned insurance premiums, rights and claims under insurance policies including, without limitation, credit insurance and key man life insurance policies, computer information, software, records and data, and rights, remedies and guarantees evidencing, securing or otherwise relating to any BORROWER'S accounts including, without limitation, all rights of enforcement and collection; (iv) Equipment - All now owned and hereafter acquired equipment, including, without limitation, machinery, vehicles, furniture, leasehold improvements and fixtures, wherever located, and all replacements, parts, accessories, accessions, substitutions and additions thereto; (v) Deposit Accounts and Related Property - All now existing and hereafter acquired or arising deposit accounts, Commercial Lockboxes, Governmental 21 Lockboxes, Collection Accounts, investment accounts, commercial paper, investment securities, investment property, and certificates of deposit, of every nature, wherever located, and all funds received thereby, deposited therein or associated therewith, any checks or instruments from time to time representing or evidencing the same and all documents and records associated therewith; (vi) Property in LENDER's Possession - All Property, now or hereafter in LENDER's possession; and (vii) Proceeds - The collections and proceeds (including, without limitation, insurance proceeds), whether cash or non-cash, of all of the foregoing."
787250,DPL INC,000091412104002666_0002-(EX-10.1)_EMPLOYMENT_AGREEMENT_dp703749-ex10_1.txt,"December 14, 2004","For a period of two years after termination of Mr. Mahoney's employment for any reason, he will not, without the Company's prior written consent, directly or indirectly, (i) solicit for employment with himself or any firm or entity with which he is associated, any employee of the Company or otherwise disrupt, impair, damage or interfere with the Company's relationship with its employees; (ii) solicit for his own behalf or on behalf of any other person(s), any customer of the Company that has purchased goods from the Company at any time in the twelve (12) months preceding his date of termination or that the Company is actively soliciting or has known plans to solicit, for the purpose of marketing or distributing any product, pricing or service competitive with any product, pricing or service then offered by the Company or which the Company has known plans to solicit, (iii) further develop, on behalf of any person in competition with the Company, any product or pricing which the Company is in the process of developing on the date of termination of Mr. Mahoney's employment, or (iv) serve, directly or indirectly, as an agent, employee, officer, director, manager, consultant, contractor, representative or in any other capacity of any Prohibited Company (as hereinafter defined) or any Affiliate thereof."
787250,DPL INC,000091412104002666_0003-(EX-10.2)_EMPLOYMENT_AGREEMENT_dp703749-ex10_2.txt,"December 21, 2004","For a period of two years after termination of Mr. Gillen's employment for any reason, he will not, without the Company's prior written consent, directly or indirectly, (i) solicit for employment with himself or any firm or entity with which he is associated, any employee of the Company or otherwise disrupt, impair, damage or interfere with the Company's relationship with its employees; (ii) solicit for his own behalf or on behalf of any other person(s), any customer of the Company that has purchased goods from the Company at any time in the twelve (12) months preceding his date of termination or that the Company is actively soliciting or has known plans to solicit, for the purpose of marketing or distributing any product, pricing or service competitive with any product, pricing or service then offered by the Company or which the Company has known plans to solicit, (iii) further develop, on behalf of any person in competition with the Company, any product or pricing which the Company is in the process of developing on the date of termination of Mr. Gillen's employment, or (iv) serve, directly or indirectly, as an agent, employee, officer, director, manager, consultant, contractor, representative or in any other capacity of any Prohibited Company (as hereinafter defined) or any Affiliate thereof."
790528,RYERSON TULL INC /DE/,000119312504219311_0007-(EX-99.1)_INFORMATION_RELATING_TO_INTEGRIS_METALS_INC._dex991.htm,"January 2, 2004","The following are the details of the fair values of these investments as of: January 3, 2003 January 2, 2004 October 1, 2004 (unaudited) Commodities, principally aluminum and nickel $ — $ 443 $ 35 Interest rates — 950 1,248 Foreign currency — (398 ) (1,863 ) From time to time, the Company may enter into fixed price sales contracts with its customers for certain of its inventory components (primarily aluminum and stainless steel)."
790528,RYERSON TULL INC /DE/,000119312504219311_0007-(EX-99.1)_INFORMATION_RELATING_TO_INTEGRIS_METALS_INC._dex991.htm,"January 2, 2004","RASCO is in the business of supply chain management, specializing in aluminum and stainless steel products which are sourced globally, processed on its cut-to-length lines, slitters, shears, precision saws and plasma burners, and delivered to customers across North America."
790528,RYERSON TULL INC /DE/,000119312504219311_0007-(EX-99.1)_INFORMATION_RELATING_TO_INTEGRIS_METALS_INC._dex991.htm,"January 2, 2004",It manages the supply chain through a network of 38 locations in the United States and Canada.
790708,IMPCO TECHNOLOGIES INC,000119312504220839_0005-(EX-10.4)_EMPLOYMENT_AGREEMENT_DATED_AS_OF_DECEMBER_22_2004_dex104.htm,"December 22, 2004","As used in this Agreement, “ Confidential Information ” shall mean any information relating to the business or affairs of the Company and the Affiliated Entities or their business, including but not limited to information relating to financial statements, customer identities, potential customers, employees, suppliers, servicing methods, equipment, programs, strategies and information, analyses, profit margins, or other proprietary information used by the Company or the Affiliated Entities in connection with their business; provided, however, that Confidential Information shall not include any information which is in the public domain or becomes known outside the Company by persons who are not associated with the Company and do not have an obligation of confidentiality to the Company or the Affiliated Entities with respect to such information through no wrongful act on the part of Executive."
790708,IMPCO TECHNOLOGIES INC,000119312504220839_0006-(EX-10.5)_CONSULTING_AGREEMENT_DATED_AS_OF_DECEMBER_23_2004_dex105.htm,"December 23, 2004","In consideration of his consulting with the Company, or any of its related entities, and of the compensation which may be paid to Consultant, he agrees to the following conditions of consulting relating specifically to the Company’s Confidential Information: (a) Confidential Information includes, but is not limited to, all information not generally known to the public relating to the business of the Company or any third party that is contributed to, developed by, disclosed to, or known to Consultant in the course of his employment with the Company, including but not limited to trade secrets, know-how, concepts, methods, techniques, designs, drawings, specifications, computer programs, support and training materials (including written material, videotapes, overheads and the like), client, customer or supplier lists, pricing information, marketing plans or information, or other records concerning the Company’s finances, contracts, services or personnel."
798949,UNIT CORP,000079894904000161_0004-(EX-10.3)_EXHIBIT_10.3_specialseparationplan.txt,"October 19, 2004","As further consideration for the payment of the Separation Benefit described above, Employee agrees that Employee will not, in any capacity directly or indirectly and on his or her own behalf or on behalf of any other person or entity, during the period of time he or she is receiving such Separation Benefits, either (a) solicit or attempt to induce any current customer of the Company to cease doing business with the Company or (b) solicit or attempt to induce any employee of the Company to sever the employment relationship (collectively, the ""Protection of Business Requirements"") Except as provided in the next paragraph, in the event Employee violates the Protection of Business Requirements hereof, Employee shall not be entitled to any further payments of Separation Benefits under the Plan or this Separation Agreement and shall be obligated to repay Unit all Separation Benefit payments previously received under the Plan and this Separation Agreement."
801351,WARNACO GROUP INC /DE/,000095013604004507_0004-(EX-10.1)_EMPLOYMENT_AGREEMENT_file002.htm,"December 22, 2004","(a) During the Term and thereafter, other than in the ordinary course of performing his duties for the Company or as required in connection with providing any cooperation to the Company pursuant to Section 13 below, the Executive agrees that he shall not disclose to anyone or make use of any trade secret or proprietary or confidential information of the Company or any Affiliate of the Company, including such trade secret or proprietary or confidential information of any customer or other entity to which the Company owes an obligation not to disclose such information, which he acquires during the course of his employment (""Confidential Information""), including, but not limited to, records kept in the ordinary course of business, except when required to do so by a court of law, by any governmental agency having supervisory authority over the business of the Company or by any administrative or legislative body (including a committee thereof) with apparent or actual jurisdiction to order him to divulge, disclose or make accessible such information."
